sentence1,label
"আমি মনে করি পুরস্কার লবস্টার Bisque যেতে হবে,আমার প্রেমিক নিউ ইংল্যান্ড চাউডার ভাল ছিলাম এটি ছিলাম।",positive
খাদ্য মসলাযুক্ত অত্যধিক শুধুমাত্র রাস্তায় খাবার পছন্দ আবর্জনা হজম উপভোগ খাদ্য খাওয়ার অসুস্থ পেয়েছিলাম না যাচ্ছি,negative
"স্থানটি মজা করার মত নয় , তবে পানীয়গুলি অনন্য এবং মাতাল হত্তয়ার জন্য যথেষ্ণট",positive
"আপনি আগের চেয়ে বেশি সন্তুষ্ট থাকবেন,আপনি যদি একজন মৃগীরোগী ও ক্ষুধার্ত হন।",positive
আমি ভালোবাসি এবং আমি উৎকৃষ্টতা দ্বারা gourmet খাদ্য জানেন!,positive
খারাপ খাবার কোয়ালিটির হ্রাস পাচ্ছে,negative
দ্বিতীয়বারের পাদদেশে তাকাতে লাগলো আলোকে সামঞ্জস্য,negative
আমি বাইরে চাইনিজ নিয়ন্ত্রণকারী পেয়েছি।,positive
"নিউ ইয়র্ক টাইমস এই স্থানটি তিনবার আগে পর্যালোচনা করেছে, আপনি জানেন যে এটি ভাল হতে যাচ্ছে।",positive
"আকর্ষণীয় নির্বাচন, ভাল মদ্য, সেবা ভাল , মজার সজ্জা।",positive
খারাপ পাস্তা কখনো গ্রহণ শুধু টাকা নষ্ট পেস্ট্রি সুস্বাদু কফির সেরা পাস্তা ইউ ক্যাফে দরবার অনুসরণ করুন কিভাবে পাস্তা অনুসরণ,negative
এবং আপনি কি চান সব কিছুই উচচ দামের,negative
আমর পক্ষে এটা সমভব না।,negative
ধানমন্ডিতে গিয়েছিলাম জ্যামাইকান পুরা চিকেন অর্ডার ওয়েটারকে বলছিলাম ভাল্ভাবে রান্না দেয় না করেনি বুকের অংশগুলো ভালভাবে রান্না ছিলনা স্বাদ ভাল ছিলনা টেস্ট ফালতু,negative
